--Total child tickets on peak days
Year    Months  TOTAL_TICKETS
----    ------  ------------
20102011	JAN	6314
20102011	JUL	4566
20102011	JUN	7963
20102011	MAR	7269
20102011	MAY	22861
20102011	NOV	4299
20102011	OCT	4966
20102011	SEP	4406
20112012	APR	14330
20112012	AUG	3726
20112012	DEC	5511
20112012	FEB	5122
20112012	JAN	8032
20112012	JUL	6169
20112012	JUN	10122
20112012	MAR	6797
20112012	NOV	5545
20112012	OCT	4332
20112012	SEP	5818
20122013	APR	17092
20122013	AUG	7731
20122013	DEC	5043
20122013	FEB	5890
20122013	JAN	7678
20122013	JUL	6936
20122013	JUN	12312
20122013	MAR	7821
20122013	NOV	5212
20122013	OCT	3384
20122013	SEP	5033
20132014	APR	18738
20132014	AUG	6185
20132014	DEC	6171
20132014	FEB	6673
20132014	JAN	8947
20132014	JUL	5904
20132014	JUN	9946
20132014	MAR	8336
20132014	NOV	4556
20132014	OCT	5193
20132014	SEP	5587
20142015	APR	21128
20142015	AUG	6307
20142015	DEC	6937
20142015	FEB	6833
20142015	JAN	8153
20142015	JUL	8424
20142015	JUN	13428
20142015	MAR	10977
20142015	NOV	5244
20142015	OCT	8401
20142015	SEP	5340
20152016	APR	19505
20152016	AUG	8149
20152016	DEC	9857
20152016	FEB	427
20152016	FEB	8713
20152016	JAN	9666
20152016	JUL	9515
20152016	JUN	15502
20152016	MAR	14416
20152016	NOV	5333
20152016	OCT	5504
20152016	SEP	6553
20162017	AUG	7254
20162017	JUL	7656
20162017	JUN	11998
20162017	SEP	3909

     							=============================================================


Total tickets on peak days (By Child/Adult)
-------------------------------------------------------------
Year       Total_Adult_Tickets   Total_Child_Tickets
----       -------------------   -------------------
20162017        142854               52856



Total tickets on weak days (By Child/Adult)
-------------------------------------------------------------
Year       Total_Adult_Tickets   Total_Child_Tickets
----       -------------------   -------------------
20162017        30817               28366
20152016        23129               0
